ID,Class,Order,Family,Genus,Species,SciName,CommonName,PreyGroup,PreyMass
1260,Mammalia,Artiodactyla,Suidae,Sus,scrofa,Sus scrofa,Wild Boar,Other Mammal,84500
1261,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,Eastern Woodrat,Small Mammal,245
1262,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
1263,Aves,Passeriformes,Mimidae,Dumetella,carolinensis,Dumetella carolinensis,Gray Catbird,Passerine,35.6
1264,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1265,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1266,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1267,Mammalia,Eulipotyphla,Soricidae,Cryptotis,parva,Cryptotis parva,North American Least Shrew,Small Mammal,5
1268,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
1269,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1270,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1271,Aves,Gruiformes,Rallidae,Rallus,elegans,Rallus elegans,King Rail,Secretive Marsh Bird,313
1272,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1273,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1274,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
1275,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1276,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1277,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
1278,Mammalia,Lagomorpha,Leporidae,Sylvilagus,sp,Sylvilagus sp,Unidentifiable rabbit,Rabbit,NA
1279,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
1280,Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,Nycticorax nycticorax,Black-Crowned Night-Heron,Wading Bird,810
1281,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1282,Mammalia,Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys palustris,Marsh Rice Rat,Small Mammal,54
1283,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
1284,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,Eastern Woodrat,Small Mammal,245
1285,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1286,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1287,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1288,Mammalia,Carnivora,Felidae,Lynx,rufus,Lynx rufus,Bobcat,Mesomammal,8904
1289,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1290,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
1291,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Ardea herodias,Great Blue Heron,Wading Bird,2523
1292,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1293,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1294,Aves,Passeriformes,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Passerine,NA
1295,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1296,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
1297,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1298,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
1299,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1300,Aves,Pelecaniformes,Threskiornithidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
1301,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1302,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1303,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
1304,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1305,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1306,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
1307,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1308,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1309,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1310,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1311,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1312,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1313,Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Cardinalis cardinalis,Northern Cardinal,Passerine,43
1314,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1315,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
1316,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1317,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1318,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1319,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1320,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1321,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1322,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1323,Aves,Passeriformes,Mimidae,Mimus,polyglottos,Mimus polyglottos,Mockingbird,Passerine,48
1324,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1325,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1326,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1327,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1328,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1329,Aves,Passeriformes,Icteridae,Sturnella,magna,Sturnella magna,Eastern Meadowlark,Passerine,92
1330,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1331,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1332,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1333,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
1334,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1335,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
1336,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
1337,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1338,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1339,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1340,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1341,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1342,Aves,Anseriformes,Anatidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Aquatic Bird,NA
1343,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1344,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1345,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
1346,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1347,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1348,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1349,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1350,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,Eastern Woodrat,Small Mammal,245
1351,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1352,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1353,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1354,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1355,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1356,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
1357,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1358,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1359,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1360,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1361,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1362,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1363,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1364,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1365,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1366,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1367,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
1368,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1369,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1370,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1371,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1372,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1373,Aves,Gruiformes,Rallidae,Rallus,elegans,Rallus elegans,King Rail,Secretive Marsh Bird,313
1374,Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Gallinago delicata,Wilson's Snipe,Secretive Marsh Bird,116
1375,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
1376,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1377,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1378,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1379,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1380,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1381,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1382,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1383,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Sciurus carolinensis,Gray Squirrel,Small Mammal,506
1384,Aves,Passeriformes,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Passerine,NA
1385,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1386,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1387,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
1388,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1389,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1390,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1391,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1392,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1393,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1394,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1395,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1396,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1397,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1398,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
1399,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1400,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1401,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1402,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1403,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
1404,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1405,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1406,Aves,Gruiformes,Rallidae,Porzana,carolina,Porzana carolina,Sora,Secretive Marsh Bird,75
1407,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1408,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1409,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
1410,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1411,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1412,Aves,Columbiformes,Columbidae,Zenaida,macroura,Zenaida macroura,Mourning Dove,Other Bird,119
1413,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1414,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1415,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1416,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1417,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1418,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
1419,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
1420,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1421,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1422,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1423,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1424,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1425,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1426,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
1427,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1428,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1429,Aves,Gruiformes,Rallidae,Porphyrio,martinica,Porphyrio martinica,Purple Gallinule,Secretive Marsh Bird,235
1430,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1431,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1432,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1433,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1434,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1435,Aves,Pelecaniformes,Ardeidae,Ixobrychus,exilis,Ixobrychus exilis,Least Bittern,Secretive Marsh Bird,86
1436,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1437,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1438,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
1439,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1440,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1441,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1442,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
1443,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1444,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
1445,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1446,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1447,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1448,Bivalvia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1449,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1450,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1451,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1452,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1453,Aves,Pelecaniformes,Ardeidae,Egretta,caerulea,Egretta caerulea,Little Blue Heron,Wading Bird,339
1454,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
1455,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1456,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
1457,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
